name,salary_from,salary_to,salary_currency,area_name,published_at
Заместитель руководителя отдела технологий продуктовых систем,,,,Москва,2022-12-12T16:36:07+0300
Оператор-наладчик станков ПУ,61600,,RUR,Брянск,2022-12-12T12:31:35+0300
Инженер по автоматизированным системам управления,,,,Новосибирск,2022-12-12T12:29:05+0300
Системный аналитик (направление AI),,,,Санкт-Петербург,2022-12-12T13:07:27+0300
Руководитель проектного офиса,,,,Москва,2022-12-12T12:24:25+0300
Токарь-расточник на завод,124000,,RUR,Нижний Новгород,2022-12-12T15:27:50+0300
Токарь-универсал,105000,130000,RUR,Санкт-Петербург,2022-12-12T15:43:54+0300
Корреспондент (специалист),,,,Нижнекамск,2022-12-12T13:34:04+0300
Ведущий специалист технической поддержки,,,,Москва,2022-12-12T18:40:49+0300
Помощник системного администратора,,40000,RUR,Рязань,2022-12-12T12:43:46+0300
ИТ ИБ Аудитор,,,,Краснодар,2022-12-12T19:36:28+0300
Рабочий по комплексному обслуживанию зданий,21000,24000,RUR,Иваново (Ивановская область),2022-12-12T12:17:16+0300
SRE инженер,,,,Санкт-Петербург,2022-12-12T19:03:08+0300
Системный администратор,,,,Екатеринбург,2022-12-12T18:12:32+0300
Системный аналитик,,,,Королев,2022-12-12T18:02:59+0300
Специалист отдела по сопровождению систем электронного документооборота,,,,Москва,2022-12-12T13:06:35+0300
Инженер VoIP,,,,Москва,2022-12-12T15:42:57+0300
Выездной сервисный инженер по POS-терминалам,,,,Черкесск,2022-12-12T12:31:27+0300
QA Auto Java инженер,,,,Москва,2022-12-12T12:38:46+0300
Оператор станка с ЧПУ,115000,135000,RUR,Оренбург,2022-12-12T16:10:22+0300
Backend разработчик,,,,Ташкент,2022-12-12T16:22:25+0300
Менеджер проекта (совмещенный мерчендайзинг),,,,Москва,2022-12-12T19:49:24+0300
Системный инженер (Active Directory),,,,Москва,2022-12-12T17:27:47+0300
Ведущий дизайнер,,,,Москва,2022-12-12T12:39:23+0300
Бизнес-аналитик BI,,120000,RUR,Санкт-Петербург,2022-12-12T17:18:53+0300
Сервисный инженер по медицинской технике,,,,Санкт-Петербург,2022-12-12T12:20:20+0300
Старший специалист контроля качества звонков,37000,37000,RUR,Брянск,2022-12-12T12:10:50+0300
Слесарь по ремонту холодильного оборудования,60000,150000,RUR,Голицыно,2022-12-12T14:34:22+0300
Токарь-универсал,105000,130000,RUR,Катайск,2022-12-12T15:43:48+0300
Аналитик (разработка ПО),,,,Санкт-Петербург,2022-12-12T18:25:11+0300
"Специалист технической поддержки, Ozon Tech (Чапаевск)",,,,Чапаевск,2022-12-12T12:46:44+0300
"QA Automation Engineer в финтех компанию (Кипр, удаленно)",3000,,EUR,Москва,2022-12-12T14:28:25+0300
Инженер данных,,,,Москва,2022-12-12T12:47:19+0300
Программист 1C,,,,Актобе,2022-12-12T13:51:51+0300
Директор Департамента исследований и аналитики,,,,Москва,2022-12-12T12:44:14+0300
Токарь-универсал,105000,130000,RUR,Пенза,2022-12-12T15:43:53+0300
Токарь-универсал,,,,Пенза,2022-12-12T18:45:53+0300
Механик-диспетчер/механик по выпуску транспорта,,,,Москва,2022-12-12T16:51:23+0300
Токарь-универсал,105000,130000,RUR,Лальск,2022-12-12T15:43:51+0300
Токарь-универсал,105000,130000,RUR,Судиславль,2022-12-12T15:43:52+0300
Токарь-универсал,105000,130000,RUR,Спасск,2022-12-12T15:43:53+0300
Токарь-универсал,105000,130000,RUR,Новобатайск,2022-12-12T15:43:51+0300
Ведущий аналитик / Product Owner,,,,Москва,2022-12-12T12:38:03+0300
Оператор станков с ЧПУ (листогибочный станок),1800,2500,BYR,Минск,2022-12-12T15:59:53+0300
Product Owner в команду online-оценка коммерческой недвижимости,,,,Москва,2022-12-12T18:59:04+0300
Разработчик машинного обучения,300000,,RUR,Москва,2022-12-12T23:32:32+0300
Токарь 4 разряда,60000,,RUR,Мурманск,2022-12-12T17:30:59+0300
Редактор видеоматериалов,,,,Москва,2022-12-12T16:25:52+0300
Системный аналитик (направление AI),,,,Москва,2022-12-12T13:07:23+0300
Менеджер по развитию продукта / Product Manager,,,,Москва,2022-12-12T12:47:28+0300
Аналитик новых товаров для маркетплейсов (закупки),100000,,RUR,Краснодар,2022-12-12T17:44:47+0300
Программист баз данных,,,,Пенза,2022-12-12T12:09:19+0300
Инженер пульта охраны,35000,,RUR,Ростов-на-Дону,2022-12-12T13:06:42+0300
Product Owner в IT (Middle/Senior),200000,,RUR,Москва,2022-12-12T14:52:15+0300
Журналист,30000,30000,RUR,Нижний Тагил,2022-12-12T15:47:55+0300
Системный администратор,30000,45000,RUR,Азов,2022-12-12T17:58:09+0300
Инженер-программист (имитационное и математическое моделирование),100000,,RUR,Москва,2022-12-12T16:53:52+0300
Process manager,,,,Ташкент,2022-12-12T14:26:03+0300
Технический специалист,,,,Москва,2022-12-12T14:14:18+0300
Налоговый менеджер (Казахстан),,,,Алматы,2022-12-12T19:37:37+0300
Инженер по информационной безопасности,,,,Ташкент,2022-12-12T12:00:40+0300
"Корреспондент в сетевое издание ""Информационное агентство ""Владимирские новости""",23000,,RUR,Владимир,2022-12-12T16:45:46+0300
Системный аналитик 1С,100000,,RUR,Воронеж,2022-12-12T13:12:44+0300
Специалист по информационной безопасности,,,,Москва,2022-12-12T15:23:21+0300
PHP developer,,,,Москва,2022-12-12T12:06:26+0300
Ученик оператора станков с программным управлением,55000,,RUR,Ростов-на-Дону,2022-12-12T17:49:38+0300
Шлифовщик,130000,,RUR,Ростов-на-Дону,2022-12-12T12:22:02+0300
Менеджер проектов в госсекторе,,,,Москва,2022-12-12T15:45:53+0300
Frontend-разработчик,,,,Пенза,2022-12-12T12:45:36+0300
Project manager (IT),,,,Москва,2022-12-12T18:40:46+0300
Backend Developer (Go/PHP),,,,Санкт-Петербург,2022-12-12T17:08:49+0300
Специалист отдела управления проектами,35000,,RUR,Новороссийск,2022-12-12T16:32:37+0300
Координатор проектов по экспорту (со знанием английского языка),,,,Москва,2022-12-12T16:04:29+0300
Токарь-универсал,105000,130000,RUR,Култаево,2022-12-12T15:43:44+0300
"Специалист сервисного центра (ТК ""Штрих-код"")",46000,65000,RUR,Санкт-Петербург,2022-12-12T16:55:44+0300
Full stack - разработчик (Senior / TeamLead),,,,Москва,2022-12-12T18:19:11+0300
Корпоративный архитектор,,,,Москва,2022-12-12T17:21:01+0300
Токарь-универсал,100000,,RUR,Уфа,2022-12-12T14:19:12+0300
Ночной cпециалист технической поддержки,,,,Санкт-Петербург,2022-12-12T15:12:42+0300
Токарь,110000,,RUR,Ульяновск,2022-12-12T12:15:41+0300
Токарь,55000,75000,RUR,Воронеж,2022-12-12T12:08:53+0300
Системный администратор,,92000,RUR,Москва,2022-12-12T14:32:13+0300
Рабочий по наружной рекламе,37000,,RUR,Пермь,2022-12-12T13:28:20+0300
Tech Lead / руководитель разработки,300000,400000,RUR,Москва,2022-12-12T19:37:44+0300
Механик,45000,,RUR,Ленинский (Тульская область),2022-12-12T13:23:19+0300
Старший менеджер проекта,,,,Нижний Тагил,2022-12-12T12:09:10+0300
Дизайнер-верстальщик на швейное производство,57000,80000,RUR,Санкт-Петербург,2022-12-12T20:12:46+0300
Наладчик станков с ЧПУ,135000,145000,RUR,Самара,2022-12-12T13:25:48+0300
Токарь-карусельщик,125000,250000,RUR,Курган,2022-12-12T13:15:03+0300
Управляющий проектом.Маркетплэйсы,,,,Москва,2022-12-12T14:36:27+0300
"Веб-разработчик golang, react, vue, nuxt, angular, websockets",150000,,RUR,Москва,2022-12-12T12:01:11+0300
Инженер 2 линии технической поддержки,,,,Москва,2022-12-12T13:04:21+0300
Технический писатель,30000,40000,RUR,Ростов-на-Дону,2022-12-12T14:27:29+0300
